QUESTION,TIME,ANSWER,LLM_ANSWER,COMPLETION_TOKENS,PROMPT_TOKENS,TOTAL_TOKENS
I want the growth in the last 5 balance sheet of Google (GOOGL) ,0.1729271411895752,obb_equity_fundamental_balance_growth,obb_equity_fundamental_balance_growth,195,927,1122
I want the last 10 annual cashflow statement for Apple for the fiscal year 2023 from fmp provider,0.1610736846923828,obb_equity_fundamental_cash,obb_equity_fundamental_cash,117,936,1053
I want the last 3 annual cashflow statement for AAPL for the fiscal year 04/2023 to 04/2024 from polygon provider and include the source ,0.17195463180541992,obb_equity_fundamental_cash,obb_equity_fundamental_cash,216,972,1188
I want the last 5 annual cashflow statement for MSFT sorted by period_of_report_date in descending order,0.16984939575195312,obb_equity_fundamental_cash,obb_equity_fundamental_cash,117,906,1023
I want the last annual cashflow statement for AAPL from intrino provider,0.1908581256866455,obb_equity_fundamental_cash,obb_equity_fundamental_cash,84,912,996
I want the last 10 financial statements of statement_type balance for NVDA for the fiscal year 2024,0.1723175048828125,obb_equity_fundamental_reported_financials,obb_equity_fundamental_balance,135,933,1068
I want the last 10 growth of NKE cash flow statement from fmp,0.20411300659179688,obb_equity_fundamental_cash_growth,obb_equity_fundamental_cash_growth,105,915,1020
I want the last 5 dividends by AMZN from 01/2024 to 04/2024,0.2559547424316406,obb_equity_fundamental_dividends,obb_equity_calendar_dividend,105,981,1086
I want the last 5 historical Earnings Per Share or EPS for DIS,0.16169214248657227,obb_equity_fundamental_historical_eps,obb_equity_fundamental_historical_eps,132,885,1017
I want the employee count of GOOGL,0.18409323692321777,obb_equity_fundamental_employee_count,obb_equity_fundamental_employee_count,105,786,891
I want the last 3 EBITDA data from the provider intrino ,0.16861939430236816,obb_equity_fundamental_search_attributes,obb_equity_fundamental_historical_attributes,72,918,990
I want the current CEO of Disney (DIS),0.18819069862365723,obb_equity_fundamental_latest_attributes,obb_equity_fundamental_management,96,840,936
I want the daily historical EBITDA of AAPL from intrino provider from 01/2024 to 04/2024,0.17206525802612305,obb_equity_fundamental_historical_attributes,obb_equity_fundamental_historical_eps,186,930,1116
I want last 5 annual income statements of Microsoft (MSFT) with filing date less than equal to 2024 April and greater than January 2024 from polygon provider,0.15718483924865723,obb_equity_fundamental_income,obb_equity_fundamental_income,105,939,1044
I want the annual income statement of DIS for the fiscal year 2024 from intrino,0.18280553817749023,obb_equity_fundamental_income,obb_equity_fundamental_income,123,930,1053
I want the annual income statement of NVDA from yahoo finance,0,obb_equity_fundamental_income,,0,0,0
I want the last 5 annual income growth of DIS from fmp provider,1.4533512592315674,obb_equity_fundamental_income_growth,obb_equity_fundamental_income_growth,186,909,1095
I want last 10 annual fundamental metrics of AAPL from intrino provider,0.16096091270446777,obb_equity_fundamental_metrics,obb_equity_fundamental_metrics,159,915,1074
I want the executive management team data for GOOGL,0.21222901344299316,obb_equity_fundamental_management,obb_equity_fundamental_management,120,849,969
I want the executive management team compensation for DIS and GOOGL,0.3008105754852295,obb_equity_fundamental_management_compensation,obb_equity_fundamental_management_compensation,96,846,942
I want the executive management team compensation data for AMZN and MSFT,0.1689307689666748,obb_equity_fundamental_management_compensation,obb_equity_fundamental_management_compensation,99,858,957
I want the last 12 annual fundamental ratios of AAPL from intrino provider for the fiscal year 2024,0.17169857025146484,obb_equity_fundamental_ratios,obb_equity_fundamental_ratios,138,921,1059
I want the last 2 annual fundamental ratios of AMZN from fmp provider ,0.1729879379272461,obb_equity_fundamental_ratios,obb_equity_fundamental_ratios,81,876,957
I want the revenue greographic breakdown for MSFT in flat structure,0.219390869140625,obb_equity_fundamental_revenue_per_geography,obb_equity_fundamental_revenue_per_geography,156,882,1038
I want the revenue greographic breakdown for AMZN in hierarchical structure,0.17311930656433105,obb_equity_fundamental_revenue_per_geography,obb_equity_fundamental_revenue_per_geography,96,888,984
I want the last 2 10-K URLs to the SEC filings of NVDA from fmp provider,0.506497859954834,obb_equity_fundamental_filings,obb_equity_fundamental_reported_financials,210,1377,1587
I want the last 5 10-Q URLs to the SEC filings of AAPL from intrino provider from 01/2022 to 04/2024,0.17174553871154785,obb_equity_fundamental_filings,obb_equity_fundamental_reported_financials,213,1218,1431
I want the 10-K URL of MSFT with cik number 1237890 from sec provider,0.16135597229003906,obb_equity_fundamental_filings,obb_equity_search,210,1410,1620
I want the historical stock splits of AAPL from fmp provider,0.16071438789367676,obb_equity_fundamental_historical_splits,obb_equity_fundamental_historical_splits,153,909,1062
I want the earnings call transcripts of MSFT for the year 2023,1.0796527862548828,obb_equity_fundamental_transcript,obb_equity_fundamental_transcript,78,891,969
I want the data about top major share holders of DIS from fmp provider,1.0868957042694092,obb_equity_ownership_major_holders,obb_equity_ownership_major_holders,102,903,1005
I want the institutional investors in NVDA including the current quarter,1.4404597282409668,obb_equity_ownership_institutional,obb_equity_ownership_institutional,153,1431,1584
I want the institutional investors in MSFT including the current quarter for the date 1st April 2024,1.4290564060211182,obb_equity_ownership_institutional,obb_equity_ownership_form_13f,186,1194,1380
I want the data about the last 5 trading data by META management team and board of directors from intrino provider,1.3149816989898682,obb_equity_ownership_insider_trading,obb_equity_ownership_insider_trading,201,942,1143
I want the data about last 500 insider trading data by MSFT management team and board from provider fmp ,1.2255396842956543,obb_equity_ownership_insider_trading,obb_equity_ownership_insider_trading,99,909,1008
I want the dividend ownership type insider trading of AAPL from 01/2024 to 04/2024 from intrino provider sorted by filing date,1.1300716400146484,obb_equity_ownership_insider_trading,obb_equity_ownership_insider_trading,189,1014,1203
I want the last 10 gift transaction type insider trading of GOOGL from fmp provider,1.2198822498321533,obb_equity_ownership_insider_trading,obb_equity_ownership_insider_trading,153,939,1092
I want the float of DIS from fmp provider,1.9412024021148682,obb_equity_ownership_share_statistics,obb_equity_ownership_share_statistics,105,903,1008
I want the float of GS from yfinance provider,0.9970405101776123,obb_equity_ownership_share_statistics,obb_equity_ownership_share_statistics,99,879,978
I want the float of TSLA from intrino provider,1.1291344165802002,obb_equity_ownership_share_statistics,obb_equity_ownership_share_statistics,117,927,1044
I want the last 2 13F form of TSLA from sec provider,1.1477503776550293,obb_equity_ownership_form_13f,obb_equity_ownership_form_13f,162,1452,1614
I want the CIK of Michael Burry's Scion Asset Management 13F filings,0.17873120307922363,obb_regulators_sec_institutions_search,obb_equity_search,162,1401,1563
I want the last 3 13F forms of the CIK 128909 and convert it into dataframe,1.2458016872406006,obb_equity_ownership_form_13f,obb_equity_search,189,1131,1320
I want the 13F form of BRK-A as of 01/2024,1.0157549381256104,obb_equity_ownership_form_13f,obb_equity_ownership_form_13f,147,1338,1485
I want the latest quote of AAPL from fmp provider,0.22156119346618652,obb_equity_price_quote,obb_equity_price_quote,114,903,1017
I want the latest quote of TSLA from yahoo finance provider,0.22145533561706543,obb_equity_price_quote,obb_equity_price_quote,126,879,1005
I want the latest quote of MSFT from iex source from intrino provider,0.3269312381744385,obb_equity_price_quote,obb_equity_price_quote,153,918,1071
I want the last 5 national best bid and offer for AAPL from 01/2023 to 12/2023 from polygon provider,0.17202043533325195,obb_equity_price_nbbo,obb_equity_price_nbbo,180,969,1149
I want the 1 day interval historical price of GS from fmp provider,1.114516019821167,obb_equity_price_historical,obb_equity_market_snapshots,98,630,728
I want the 1 day interval historical price of DIS from intrino provider,0.2760615348815918,obb_equity_price_historical,obb_equity_fundamental_historical_attributes,159,954,1113
I want the unadjusted histocial price data of GOOGL including the extended hours from polygon provider,0.16503524780273438,obb_equity_price_historical,obb_equity_market_snapshots,82,578,660
I want the historical price of GS including the stocks splits and dividends including the extended hours from yfinance provider,0.20342469215393066,obb_equity_price_historical,obb_equity_fundamental_historical_splits,144,993,1137
I want the 1 day interval historical price of TSLA from tiingo provider,0.17021703720092773,obb_equity_price_historical,obb_equity_market_snapshots,92,658,750
I want the price performance data for TSLA and AAPL from fmp provider,0.2818338871002197,obb_equity_price_performance,obb_equity_market_snapshots,96,606,702
I want the last 5 fail to deliver data of AAPL by skipping the recent report,0.1528489589691162,obb_equity_shorts_fails_to_deliver,obb_equity_shorts_fails_to_deliver,102,622,724
I want the symbol and CIK of the company Tesla from intrino provider,1.1686670780181885,obb_equity_search,obb_equity_search,82,594,676
I want to search the equity VTSAX mutual fund from sec provider,0.1831066608428955,obb_equity_search,obb_equity_search,80,648,728
"I want the equity screener of companies that have minimum market of 1000,000,000 with minimum price of 100.0",0.16104650497436523,obb_equity_screener,obb_equity_screener,56,612,668
"I want the equity screener of companies that have minimum market of 1000,000 with minimum beta of 1.1 and minimum volume of 1000000",0.15196967124938965,obb_equity_screener,obb_equity_screener,62,624,686
I want equity screener of companies that are in Energy sector in US with minimum dividend of 2,0.1552412509918213,obb_equity_screener,obb_equity_screener,62,640,702
I want information regarding AAPL from fmp provider,0.16638755798339844,obb_equity_profile,obb_equity_fundamental_reported_financials,120,912,1032
I want information regarding MSFT from fmp provider,0.8940579891204834,obb_equity_profile,obb_equity_profile,64,608,672
I want the market snapshot from intrino provider for the date 2024-01-12,1.1291091442108154,obb_equity_market_snapshots,obb_equity_market_snapshots,96,634,730
I want the market snapshot from for the market ams from fmp provider,0.5151560306549072,obb_equity_market_snapshots,obb_equity_market_snapshots,136,630,766
I want the market snapshot from polygon provider,1.9379937648773193,obb_equity_market_snapshots,obb_index_price_historical,102,584,686
I want active ETFs from NYSE exchange from fmp provider,0.16503667831420898,obb_etf_search,obb_etf_search,124,672,796
I want commerical estate ETFs from arcx exchange from intrino provider,0.15697216987609863,obb_etf_search,obb_etf_search,72,666,738
"I want the historical market price of ETFs SPY, IWM, QQQ, DJIA from yahoo finance",0.1900322437286377,obb_etf_historical,obb_etf_historical,68,668,736
"I want historical daily realtime market prices of ETFs SPY, DJIA from intrino provider",0.15742897987365723,obb_etf_historical,obb_etf_historical,118,656,774
I want the historical market prices of ETF QQQ from 01/2024 to 05/2024 from fmp provider,0.15527892112731934,obb_etf_historical,obb_etf_historical,120,686,806
I want the historical unadjusted market prices of ETF VTI including the extended hours from polygon provider,0.15550827980041504,obb_etf_historical,obb_etf_historical,84,674,758
I want the historical prices of ETFs EEM and AGG adjusted for both split and dividends from yahoo finance,0.1684417724609375,obb_etf_historical,obb_etf_historical,74,652,726
"I want the information about the ETFs SPY, IWM, QQQ, DJIA from provider fmp",0.17975330352783203,obb_etf_info,obb_etf_holdings,60,820,880
"I want the information about the ETFs SPY, IWM, QQQ, DJIA from provider polygon",1.111722707748413,obb_etf_info,obb_etf_holdings,108,680,788
I want the country wise weighting of the ETF VT from fmp provider,0.22144508361816406,obb_etf_countries,obb_etf_countries,112,762,874
I want the weighting by sectors of the ETF SPY from fmp provider,0.16504764556884766,obb_etf_sectors,obb_etf_sectors,78,764,842
"I want the country weightings of the ETFs SPY,QQQ,IWM from fmp provider",0.15107011795043945,obb_etf_countries,obb_etf_countries,108,776,884
"I want the price performance about the ETFs SPY, IWM, QQQ, DJIA from provider fmp",0.15736103057861328,obb_etf_price_performance,obb_etf_price_performance,90,822,912
"I want the calendar return type price performance of the ETFs SPY,QQQ adjusted by splits and dividends from intrino provider",0.16034722328186035,obb_etf_price_performance,obb_etf_price_performance,138,680,818
I want the holdings of ETF XLK from fmp provider,1.2492060661315918,obb_etf_holdings,obb_etf_holdings,118,774,892
I want the holdings of SPY on the date 2022-03-31 from fmp provider,0.16405653953552246,obb_etf_holdings,obb_etf_holdings_date,78,810,888
I want the holdings of QQQ on the date 2023-10-31 from sec provider,0.20053529739379883,obb_etf_holdings,obb_etf_holdings_date,120,974,1094
I want the holdings of SPY on the date 2022-03-31 from intrino provider,0.15048003196716309,obb_etf_holdings,obb_etf_holdings_date,88,658,746
I want the holdings of the ETF with CIK 1289094 on the date 2024-01-31 from fmp provider,0.16582465171813965,obb_etf_holdings,obb_etf_holdings,110,658,768
I want the holdings date of ETF XLK from fmp provider,0.16612601280212402,obb_etf_holdings_date,obb_etf_holdings_date,84,672,756
I want the holdings performance the ETFs SPY and QQQ from fmp provider,0.1644115447998047,obb_etf_holdings_performance,obb_etf_holdings_performance,136,808,944
"I want the holdings performance the ETFs SPY, QQQ,XLK and IWM from fmp provider",0.2301042079925537,obb_etf_holdings_performance,obb_etf_holdings_performance,122,818,940
I want the exposure MSFT and AAPL for the ETFs from fmp provider,0.15746021270751953,obb_etf_equity_exposure,obb_etf_equity_exposure,130,808,938
I want the exposure GS and TSLA for the ETFs from fmp provider,0.15300774574279785,obb_etf_equity_exposure,obb_etf_equity_exposure,138,808,946
I want the fixed income ameribor rate from provider fred,0.16972780227661133,obb_fixedincome_rate_ameribor,obb_fixedincome_rate_ameribor,159,1278,1437
I want the overnight ameribor rate from fred provider,0.17014145851135254,obb_fixedincome_rate_ameribor,obb_fixedincome_rate_ameribor,129,1494,1623
I want the 1 week term structure ameribor rate from 2023-01-1 to 2023-08-30 ,0.1618058681488037,obb_fixedincome_rate_ameribor,obb_fixedincome_rate_ameribor,96,1563,1659
I want the 10th percentile sterling overnight index average (SONIA) from provider fred,0.15889549255371094,obb_fixedincome_rate_sonia,obb_fixedincome_rate_sonia,93,1074,1167
I want the total nominal valued SONIA rate from 2023-01-1 to 2023-08-30 ,0.15914511680603027,obb_fixedincome_rate_sonia,obb_fixedincome_rate_sonia,186,1203,1389
I want the interest on reserve balances (IORB) rate from provider fred,0,obb_fixedincome_rate_iorb,,0,0,0
I want the IORB rate from 2023-01-1 to 2023-08-30 ,0.19256258010864258,obb_fixedincome_rate_iorb,obb_fixedincome_rate_iorb,114,1398,1512
I want the monthly fed funds rate from 2022-1-1 to 2023-12-31 from fred provider,0.15893816947937012,obb_fixedincome_rate_effr,"obb_fixedincome_rate_effr, obb_fixedincome_rate_effr_federal",138,1623,1761
I want the federal funds rate from federal reserve provider,0.1655576229095459,obb_fixedincome_rate_effr,"obb_fixedincome_rate_effr, obb_fixedincome_rate_effr_federal",126,1476,1602
I want the euro short term rate based on the number of transactions from fred provider,0.15661287307739258,obb_fixedincome_rate_estr,obb_fixedincome_rate_estr,183,1791,1974
I want the fed funds rate forecast for the long run,0.16839361190795898,obb_fixedincome_rate_effr_forecast,obb_fixedincome_rate_effr_forecast,174,1920,2094
I want the fed funds rate projects in the short run from fred provider,0.17060613632202148,obb_fixedincome_rate_effr_forecast,obb_fixedincome_rate_effr_forecast,135,1587,1722
I want the euro short term rate from 2023-01-01 to 2023-12-31 based on number of active banks from fred provider,0.15833282470703125,obb_fixedincome_rate_estr,obb_fixedincome_rate_estr,129,1839,1968
I want the European Central Bank Interest Rates based on the refinancing interest rate type,0.17487287521362305,obb_fixedincome_rate_ecb,obb_fixedincome_rate_ecb,135,1761,1896
I want the ECB interest rate from 2023-01-01 to 2023-12-31 based on number of active banks from fred provider,0.1766037940979004,obb_fixedincome_rate_ecb,obb_fixedincome_rate_ecb,201,1698,1899
I want the discount window primary credit rate from 2023-02-1 to 2023-05-01 from fred provider,0.15557360649108887,obb_fixedincome_rate_dpcredit,obb_fixedincome_rate_dpcredit,126,1527,1653
I want the weekly discount window credit rate from fred provider,0.1859891414642334,obb_fixedincome_rate_dpcredit,obb_fixedincome_rate_dpcredit,150,1479,1629
I want the treasury constant maturity rate with 2 year maturity from fred provider ,0.19551444053649902,obb_fixedincome_spreads_tcm,obb_fixedincome_spreads_tcm_effr,117,1695,1812
I want the treasury constant maturity rate with 3 months maturity from 2023-02-1 to 2023-05-01 from fred provider ,0.17215800285339355,obb_fixedincome_spreads_tcm,obb_fixedincome_spreads_tcm,108,1743,1851
I want the treasury constant maturity minus the federal funds rate bearing maturity of 10 years from fred provider,0.14697551727294922,obb_fixedincome_spreads_tcm_effr,obb_fixedincome_spreads_tcm_effr,219,1614,1833
I want the treasury constant maturity minus the federal funds rate bearing maturity of 3 months from 2023-02-1 to 2023-05-01 from fred provider,0.18413758277893066,obb_fixedincome_spreads_tcm_effr,obb_fixedincome_spreads_tcm_effr,171,1662,1833
I wanted treasury bill rate for 6 months maturity from fred provider,0.1503291130065918,obb_fixedincome_spreads_treasury_effr,obb_economy_short_term_interest_rate,82,1126,1208
I want US Yield curve adjusted by inflation for 2023-07-08 from fred provider,0.14809775352478027,obb_fixedincome_government_us_yield_curve,obb_fixedincome_government_us_yield_curve,159,1371,1530
I want government treasury rates from fred provider,0.1499640941619873,obb_fixedincome_government_treasury_rates,"obb_fixedincome_government_treasury_rates, obb_fixedincome_government_treasury_rates_federal",129,1608,1737
I want government treasury rates from 2022-06-02 to 2024-03-10 from fmp provider,0.16487431526184082,obb_fixedincome_government_treasury_rates,"obb_fixedincome_government_treasury_rates, obb_fixedincome_government_treasury_rates_federal",183,1551,1734
I want the Bofa US corporate bond indices with index type yield to worst from fred provider,0.18785429000854492,obb_fixedincome_corporate_ice_bofa,obb_fixedincome_corporate_ice_bofa,174,1326,1500
I want AAA Bofa US corporate bonds from area asia including the options ,0.22042298316955566,obb_fixedincome_corporate_ice_bofa,obb_fixedincome_corporate_ice_bofa,159,1623,1782
I want crossover ICE Bofa US corporate bonds in USD category ,0.15605425834655762,obb_fixedincome_corporate_ice_bofa,obb_fixedincome_corporate_ice_bofa,156,1428,1584
I want Moody corporate Bond Index with BAA index type from fred provider,0,obb_fixedincome_corporate_moody,,0,0,0
I want Moody corporate Bond Index with AAA index type and treasury spread from 2023-06-02 to 2024-03-12 from fred provider,0.19576287269592285,obb_fixedincome_corporate_moody,obb_fixedincome_corporate_moody,246,1986,2232
I want High quality market corporate bond with par yield curve from fred provider,0.1643509864807129,obb_fixedincome_corporate_hqm,obb_fixedincome_rate_iorb,144,1713,1857
I want HQM corporate bond for the date 2023-08-01 ,0.19361329078674316,obb_fixedincome_corporate_hqm,obb_fixedincome_corporate_hqm,168,1665,1833
"I want spot rates with maturity 10, 20, 30 and 50 years from fred provider",0.1755378246307373,obb_fixedincome_corporate_spot_rates,"obb_fixedincome_rate_effr, obb_fixedincome_rate_effr_federal",183,2034,2217
"I want spot rates with par yield category and maturity 10, 20, 30 and 50 years from fred provider",0.1734323501586914,obb_fixedincome_corporate_spot_rates,obb_fixedincome_rate_effr_forecast,237,1647,1884
I want the commercial paper with overnight maturity from fred provider,0.16469955444335938,obb_fixedincome_corporate_commercial_paper,obb_fixedincome_sofr,72,1114,1186
I want the asset backed category commerical papers with maturity of 15 days from fred provider,0.17113065719604492,obb_fixedincome_corporate_commercial_paper,obb_fixedincome_corporate_commercial_paper,117,1803,1920
