QUESTION,TIME,ANSWER,LLM_ANSWER,COMPLETION_TOKENS,PROMPT_TOKENS,TOTAL_TOKENS
I want a 10-K report from fmp,5.1325976848602295,obb_equity_discovery_filings,obb_equity_fundamental_reported_financials,162,1398,1560
I want the equity valuation multiples for Apple (AAPL),5.421972036361694,obb_equity_fundamental_multiples,obb_equity_fundamental_multiples,102,858,960
I want last 5 annual balance sheets of Microsoft (MSFT) with filing date less than equal to 2024 April,3.979604959487915,obb_equity_fundamental_balance,obb_equity_fundamental_balance,156,1197,1353
I want the growth in the last 5 balance sheet of Google (GOOGL) ,4.3491902351379395,obb_equity_fundamental_balance_growth,obb_equity_fundamental_balance_growth,195,927,1122
I want the last 10 annual cashflow statement for Apple for the fiscal year 2023 from fmp provider,3.9844958782196045,obb_equity_fundamental_cash,obb_equity_fundamental_cash,117,936,1053
I want the last 3 annual cashflow statement for AAPL for the fiscal year 04/2023 to 04/2024 from polygon provider and include the source ,4.988182783126831,obb_equity_fundamental_cash,obb_equity_fundamental_cash,216,972,1188
I want the last 5 annual cashflow statement for MSFT sorted by period_of_report_date in descending order,4.009241580963135,obb_equity_fundamental_cash,obb_equity_fundamental_cash,117,906,1023
I want the last annual cashflow statement for AAPL from intrino provider,3.5515213012695312,obb_equity_fundamental_cash,obb_equity_fundamental_cash,84,912,996
I want the last 10 financial statements of statement_type balance for NVDA for the fiscal year 2024,3.784837484359741,obb_equity_fundamental_reported_financials,obb_equity_fundamental_balance,135,933,1068
I want the last 10 growth of NKE cash flow statement from fmp,3.783773183822632,obb_equity_fundamental_cash_growth,obb_equity_fundamental_cash_growth,105,915,1020
I want the last 5 dividends by AMZN from 01/2024 to 04/2024,4.1011738777160645,obb_equity_fundamental_dividends,obb_equity_calendar_dividend,105,981,1086
I want the last 5 historical Earnings Per Share or EPS for DIS,4.0825512409210205,obb_equity_fundamental_historical_eps,obb_equity_fundamental_historical_eps,132,885,1017
I want the employee count of GOOGL,3.377445697784424,obb_equity_fundamental_employee_count,obb_equity_fundamental_employee_count,105,786,891
I want the last 3 EBITDA data from the provider intrino ,3.714709758758545,obb_equity_fundamental_search_attributes,obb_equity_fundamental_historical_attributes,72,918,990
I want the current CEO of Disney (DIS),3.666881799697876,obb_equity_fundamental_latest_attributes,obb_equity_fundamental_management,96,840,936
I want the daily historical EBITDA of AAPL from intrino provider from 01/2024 to 04/2024,5.2036049365997314,obb_equity_fundamental_historical_attributes,obb_equity_fundamental_historical_eps,186,930,1116
I want last 5 annual income statements of Microsoft (MSFT) with filing date less than equal to 2024 April and greater than January 2024 from polygon provider,4.183486223220825,obb_equity_fundamental_income,obb_equity_fundamental_income,105,939,1044
I want the annual income statement of DIS for the fiscal year 2024 from intrino,3.3825795650482178,obb_equity_fundamental_income,obb_equity_fundamental_income,123,930,1053
I want the annual income statement of NVDA from yahoo finance,0,obb_equity_fundamental_income,,0,0,0
I want the last 5 annual income growth of DIS from fmp provider,4.198968172073364,obb_equity_fundamental_income_growth,obb_equity_fundamental_income_growth,204,909,1113
I want last 10 annual fundamental metrics of AAPL from intrino provider,3.698620557785034,obb_equity_fundamental_metrics,obb_equity_fundamental_metrics,159,915,1074
I want the executive management team data for GOOGL,3.477191209793091,obb_equity_fundamental_management,obb_equity_fundamental_management,120,849,969
I want the executive management team compensation for DIS and GOOGL,3.8947300910949707,obb_equity_fundamental_management_compensation,obb_equity_fundamental_management_compensation,96,846,942
I want the executive management team compensation data for AMZN and MSFT,3.5979583263397217,obb_equity_fundamental_management_compensation,obb_equity_fundamental_management_compensation,99,858,957
I want the last 12 annual fundamental ratios of AAPL from intrino provider for the fiscal year 2024,4.062777519226074,obb_equity_fundamental_ratios,obb_equity_fundamental_ratios,138,921,1059
I want the last 2 annual fundamental ratios of AMZN from fmp provider ,3.3860371112823486,obb_equity_fundamental_ratios,obb_equity_fundamental_ratios,81,876,957
I want the revenue greographic breakdown for MSFT in flat structure,4.902871608734131,obb_equity_fundamental_revenue_per_geography,obb_equity_fundamental_revenue_per_geography,156,882,1038
I want the revenue greographic breakdown for AMZN in hierarchical structure,3.283135414123535,obb_equity_fundamental_revenue_per_geography,obb_equity_fundamental_revenue_per_geography,96,888,984
I want the last 2 10-K URLs to the SEC filings of NVDA from fmp provider,4.185193061828613,obb_equity_fundamental_filings,obb_equity_fundamental_reported_financials,210,1377,1587
I want the last 5 10-Q URLs to the SEC filings of AAPL from intrino provider from 01/2022 to 04/2024,4.29606294631958,obb_equity_fundamental_filings,obb_equity_fundamental_reported_financials,213,1218,1431
I want the 10-K URL of MSFT with cik number 1237890 from sec provider,5.936872482299805,obb_equity_fundamental_filings,obb_equity_search,210,1410,1620
I want the historical stock splits of AAPL from fmp provider,3.900991678237915,obb_equity_fundamental_historical_splits,obb_equity_fundamental_historical_splits,153,909,1062
I want the earnings call transcripts of MSFT for the year 2023,3.3665149211883545,obb_equity_fundamental_transcript,obb_equity_fundamental_transcript,102,891,993
I want the data about top major share holders of DIS from fmp provider,3.6844615936279297,obb_equity_ownership_major_holders,obb_equity_ownership_major_holders,102,903,1005
I want the institutional investors in NVDA including the current quarter,4.949819326400757,obb_equity_ownership_institutional,obb_equity_ownership_institutional,153,1431,1584
I want the institutional investors in MSFT including the current quarter for the date 1st April 2024,4.4106786251068115,obb_equity_ownership_institutional,obb_equity_ownership_institutional,186,1194,1380
I want the data about the last 5 trading data by META management team and board of directors from intrino provider,5.785298824310303,obb_equity_ownership_insider_trading,obb_equity_ownership_insider_trading,201,942,1143
I want the data about last 500 insider trading data by MSFT management team and board from provider fmp ,3.333812713623047,obb_equity_ownership_insider_trading,obb_equity_ownership_insider_trading,99,909,1008
I want the dividend ownership type insider trading of AAPL from 01/2024 to 04/2024 from intrino provider sorted by filing date,4.647304534912109,obb_equity_ownership_insider_trading,obb_equity_ownership_insider_trading,189,1014,1203
I want the last 10 gift transaction type insider trading of GOOGL from fmp provider,6.033454656600952,obb_equity_ownership_insider_trading,obb_equity_ownership_insider_trading,153,939,1092
I want the float of DIS from fmp provider,4.1116204261779785,obb_equity_ownership_share_statistics,obb_equity_ownership_share_statistics,117,1122,1239
I want the float of GS from yfinance provider,4.599020957946777,obb_equity_ownership_share_statistics,obb_equity_ownership_share_statistics,99,879,978
I want the float of TSLA from intrino provider,2.9695448875427246,obb_equity_ownership_share_statistics,obb_equity_ownership_share_statistics,117,927,1044
I want the last 2 13F form of TSLA from sec provider,3.479879379272461,obb_equity_ownership_form_13f,obb_equity_ownership_insider_trading,162,1452,1614
I want the CIK of Michael Burry's Scion Asset Management 13F filings,5.14762020111084,obb_regulators_sec_institutions_search,obb_equity_search,162,1401,1563
I want the last 3 13F forms of the CIK 128909 and convert it into dataframe,4.165694236755371,obb_equity_ownership_form_13f,obb_equity_search,189,1131,1320
I want the 13F form of BRK-A as of 01/2024,4.283605337142944,obb_equity_ownership_form_13f,obb_equity_ownership_institutional,147,1338,1485
I want the latest quote of AAPL from fmp provider,3.589188575744629,obb_equity_price_quote,obb_equity_price_quote,114,903,1017
I want the latest quote of TSLA from yahoo finance provider,3.2748546600341797,obb_equity_price_quote,obb_equity_price_quote,126,879,1005
I want the latest quote of MSFT from iex source from intrino provider,3.7890167236328125,obb_equity_price_quote,obb_equity_price_quote,153,918,1071
I want the last 5 national best bid and offer for AAPL from 01/2023 to 12/2023 from polygon provider,4.1852545738220215,obb_equity_price_nbbo,obb_equity_price_nbbo,180,969,1149
I want the 1 day interval historical price of GS from fmp provider,2.4555203914642334,obb_equity_price_historical,obb_equity_market_snapshots,98,646,744
I want the 1 day interval historical price of DIS from intrino provider,3.746399164199829,obb_equity_price_historical,obb_equity_fundamental_historical_attributes,159,954,1113
I want the unadjusted histocial price data of GOOGL including the extended hours from polygon provider,2.657532215118408,obb_equity_price_historical,obb_equity_market_snapshots,82,578,660
I want the historical price of GS including the stocks splits and dividends including the extended hours from yfinance provider,4.5691704750061035,obb_equity_price_historical,obb_equity_fundamental_historical_splits,144,993,1137
I want the 1 day interval historical price of TSLA from tiingo provider,2.6430346965789795,obb_equity_price_historical,obb_equity_market_snapshots,92,658,750
I want the price performance data for TSLA and AAPL from fmp provider,2.948234796524048,obb_equity_price_performance,obb_equity_market_snapshots,96,606,702
I want the last 5 fail to deliver data of AAPL by skipping the recent report,3.0251426696777344,obb_equity_shorts_fails_to_deliver,obb_equity_shorts_fails_to_deliver,102,622,724
I want the symbol and CIK of the company Tesla from intrino provider,2.3679542541503906,obb_equity_search,obb_equity_search,82,594,676
I want to search the equity VTSAX mutual fund from sec provider,3.300987958908081,obb_equity_search,obb_equity_search,80,648,728
"I want the equity screener of companies that have minimum market of 1000,000,000 with minimum price of 100.0",2.2637479305267334,obb_equity_screener,obb_equity_screener,56,612,668
"I want the equity screener of companies that have minimum market of 1000,000 with minimum beta of 1.1 and minimum volume of 1000000",2.050360679626465,obb_equity_screener,obb_equity_screener,62,624,686
I want equity screener of companies that are in Energy sector in US with minimum dividend of 2,2.345548391342163,obb_equity_screener,obb_equity_screener,62,640,702
I want information regarding AAPL from fmp provider,3.9915852546691895,obb_equity_profile,obb_equity_fundamental_reported_financials,120,912,1032
I want information regarding MSFT from fmp provider,2.9945788383483887,obb_equity_profile,obb_equity_profile,98,752,850
I want the market snapshot from intrino provider for the date 2024-01-12,3.959040641784668,obb_equity_market_snapshots,obb_equity_market_snapshots,102,634,736
I want the market snapshot from for the market ams from fmp provider,2.884929656982422,obb_equity_market_snapshots,obb_equity_market_snapshots,136,630,766
I want the market snapshot from polygon provider,2.3318850994110107,obb_equity_market_snapshots,obb_equity_market_snapshots,98,584,682
I want active ETFs from NYSE exchange from fmp provider,3.173750638961792,obb_etf_search,obb_etf_search,124,672,796
I want commerical estate ETFs from arcx exchange from intrino provider,2.1047120094299316,obb_etf_search,obb_etf_search,72,666,738
"I want the historical market price of ETFs SPY, IWM, QQQ, DJIA from yahoo finance",3.627307891845703,obb_etf_historical,obb_etf_historical,68,668,736
"I want historical daily realtime market prices of ETFs SPY, DJIA from intrino provider",3.3049473762512207,obb_etf_historical,obb_etf_historical,118,656,774
I want the historical market prices of ETF QQQ from 01/2024 to 05/2024 from fmp provider,2.619863986968994,obb_etf_historical,obb_etf_historical,120,686,806
I want the historical unadjusted market prices of ETF VTI including the extended hours from polygon provider,2.2451865673065186,obb_etf_historical,obb_etf_historical,84,674,758
I want the historical prices of ETFs EEM and AGG adjusted for both split and dividends from yahoo finance,2.062856674194336,obb_etf_historical,obb_etf_historical,74,652,726
"I want the information about the ETFs SPY, IWM, QQQ, DJIA from provider fmp",1.9149458408355713,obb_etf_info,obb_etf_holdings,60,820,880
"I want the information about the ETFs SPY, IWM, QQQ, DJIA from provider polygon",3.300712823867798,obb_etf_info,obb_etf_holdings,140,654,794
I want the country wise weighting of the ETF VT from fmp provider,3.064586639404297,obb_etf_countries,obb_etf_countries,112,762,874
I want the weighting by sectors of the ETF SPY from fmp provider,2.85556960105896,obb_etf_sectors,obb_etf_sectors,78,764,842
"I want the country weightings of the ETFs SPY,QQQ,IWM from fmp provider",2.364084005355835,obb_etf_countries,obb_etf_countries,108,776,884
"I want the price performance about the ETFs SPY, IWM, QQQ, DJIA from provider fmp",2.4632391929626465,obb_etf_price_performance,obb_etf_price_performance,90,822,912
"I want the calendar return type price performance of the ETFs SPY,QQQ adjusted by splits and dividends from intrino provider",3.1744632720947266,obb_etf_price_performance,obb_etf_price_performance,138,680,818
I want the holdings of ETF XLK from fmp provider,2.3574204444885254,obb_etf_holdings,obb_etf_holdings,64,774,838
I want the holdings of SPY on the date 2022-03-31 from fmp provider,3.049960136413574,obb_etf_holdings,obb_etf_holdings_date,78,810,888
I want the holdings of QQQ on the date 2023-10-31 from sec provider,3.790496587753296,obb_etf_holdings,obb_etf_holdings_date,120,974,1094
I want the holdings of SPY on the date 2022-03-31 from intrino provider,2.6553544998168945,obb_etf_holdings,obb_etf_holdings_date,88,658,746
I want the holdings of the ETF with CIK 1289094 on the date 2024-01-31 from fmp provider,2.5616042613983154,obb_etf_holdings,obb_etf_holdings,110,658,768
I want the holdings date of ETF XLK from fmp provider,3.6629340648651123,obb_etf_holdings_date,obb_etf_holdings_date,84,672,756
I want the holdings performance the ETFs SPY and QQQ from fmp provider,3.0726985931396484,obb_etf_holdings_performance,obb_etf_holdings_performance,136,808,944
"I want the holdings performance the ETFs SPY, QQQ,XLK and IWM from fmp provider",2.4717695713043213,obb_etf_holdings_performance,obb_etf_holdings_performance,122,818,940
I want the exposure MSFT and AAPL for the ETFs from fmp provider,3.1356911659240723,obb_etf_equity_exposure,obb_etf_equity_exposure,130,808,938
I want the exposure GS and TSLA for the ETFs from fmp provider,2.899169445037842,obb_etf_equity_exposure,obb_etf_equity_exposure,138,808,946
I want the fixed income ameribor rate from provider fred,0,obb_fixedincome_rate_ameribor,,0,0,0
I want the overnight ameribor rate from fred provider,0,obb_fixedincome_rate_ameribor,,0,0,0
I want the 1 week term structure ameribor rate from 2023-01-1 to 2023-08-30 ,0,obb_fixedincome_rate_ameribor,,0,0,0
I want the 10th percentile sterling overnight index average (SONIA) from provider fred,0,obb_fixedincome_rate_sonia,,0,0,0
I want the total nominal valued SONIA rate from 2023-01-1 to 2023-08-30 ,0,obb_fixedincome_rate_sonia,,0,0,0
I want the interest on reserve balances (IORB) rate from provider fred,0,obb_fixedincome_rate_iorb,,0,0,0
I want the IORB rate from 2023-01-1 to 2023-08-30 ,0,obb_fixedincome_rate_iorb,,0,0,0
I want the monthly fed funds rate from 2022-1-1 to 2023-12-31 from fred provider,0,obb_fixedincome_rate_effr,,0,0,0
I want the federal funds rate from federal reserve provider,0,obb_fixedincome_rate_effr,,0,0,0
I want the composite leading indicator (CLI) from oecd,0,obb_economy_composite_leading_indicator,,0,0,0
I want the long term interest rates from January to April 2024 for all countries,0,obb_economy_long_term_interest_rate,,0,0,0
I want the annual income statement of NVDA from yahoo finance,0,obb_equity_fundamental_income,,0,0,0
I want the fixed income ameribor rate from provider fred,0,obb_fixedincome_rate_ameribor,,0,0,0
I want the overnight ameribor rate from fred provider,0,obb_fixedincome_rate_ameribor,,0,0,0
I want the 1 week term structure ameribor rate from 2023-01-1 to 2023-08-30 ,0,obb_fixedincome_rate_ameribor,,0,0,0
I want the 10th percentile sterling overnight index average (SONIA) from provider fred,0,obb_fixedincome_rate_sonia,,0,0,0
I want the total nominal valued SONIA rate from 2023-01-1 to 2023-08-30 ,0,obb_fixedincome_rate_sonia,,0,0,0
I want the interest on reserve balances (IORB) rate from provider fred,0,obb_fixedincome_rate_iorb,,0,0,0
I want the IORB rate from 2023-01-1 to 2023-08-30 ,0,obb_fixedincome_rate_iorb,,0,0,0
I want the monthly fed funds rate from 2022-1-1 to 2023-12-31 from fred provider,0,obb_fixedincome_rate_effr,,0,0,0
I want the federal funds rate from federal reserve provider,0,obb_fixedincome_rate_effr,,0,0,0
I want the euro short term rate based on the number of transactions from fred provider,0,obb_fixedincome_rate_estr,,0,0,0
I want the fed funds rate forecast for the long run,0,obb_fixedincome_rate_effr_forecast,,0,0,0
I want the fed funds rate projects in the short run from fred provider,0,obb_fixedincome_rate_effr_forecast,,0,0,0
I want the euro short term rate from 2023-01-01 to 2023-12-31 based on number of active banks from fred provider,0,obb_fixedincome_rate_estr,,0,0,0
I want the European Central Bank Interest Rates based on the refinancing interest rate type,0,obb_fixedincome_rate_ecb,,0,0,0
I want the ECB interest rate from 2023-01-01 to 2023-12-31 based on number of active banks from fred provider,0,obb_fixedincome_rate_ecb,,0,0,0
I want the discount window primary credit rate from 2023-02-1 to 2023-05-01 from fred provider,0,obb_fixedincome_rate_dpcredit,,0,0,0
I want the weekly discount window credit rate from fred provider,0,obb_fixedincome_rate_dpcredit,,0,0,0
I want the treasury constant maturity rate with 2 year maturity from fred provider ,0,obb_fixedincome_spreads_tcm,,0,0,0
I want the treasury constant maturity rate with 3 months maturity from 2023-02-1 to 2023-05-01 from fred provider ,0,obb_fixedincome_spreads_tcm,,0,0,0
I want the composite leading indicator (CLI) from oecd,2.532809019088745,obb_economy_composite_leading_indicator,obb_economy_composite_leading_indicator,92,668,760
I want the long term interest rates from January to April 2024 for all countries,2.3900704383850098,obb_economy_long_term_interest_rate,obb_economy_long_term_interest_rate,112,1236,1348
I want the annual income statement of NVDA from yahoo finance,0,obb_equity_fundamental_income,,0,0,0
I want the fixed income ameribor rate from provider fred,2.3854563236236572,obb_fixedincome_rate_ameribor,obb_fixedincome_rate_ameribor,159,1278,1437
I want the overnight ameribor rate from fred provider,2.0179283618927,obb_fixedincome_rate_ameribor,obb_fixedincome_rate_ameribor,129,1494,1623
I want the 1 week term structure ameribor rate from 2023-01-1 to 2023-08-30 ,3.086817741394043,obb_fixedincome_rate_ameribor,obb_fixedincome_rate_ameribor,96,1563,1659
I want the 10th percentile sterling overnight index average (SONIA) from provider fred,3.3822519779205322,obb_fixedincome_rate_sonia,obb_fixedincome_rate_sonia,93,1074,1167
I want the total nominal valued SONIA rate from 2023-01-1 to 2023-08-30 ,3.7911908626556396,obb_fixedincome_rate_sonia,obb_fixedincome_rate_sonia,186,1203,1389
I want the interest on reserve balances (IORB) rate from provider fred,0,obb_fixedincome_rate_iorb,,0,0,0
I want the IORB rate from 2023-01-1 to 2023-08-30 ,2.147411823272705,obb_fixedincome_rate_iorb,obb_fixedincome_rate_iorb,114,1398,1512
I want the monthly fed funds rate from 2022-1-1 to 2023-12-31 from fred provider,1.7648851871490479,obb_fixedincome_rate_effr,"obb_fixedincome_rate_effr_federal, obb_fixedincome_rate_effr",138,1623,1761
I want the federal funds rate from federal reserve provider,0.972482442855835,obb_fixedincome_rate_effr,"obb_fixedincome_rate_effr_federal, obb_fixedincome_rate_effr",126,1476,1602
I want the euro short term rate based on the number of transactions from fred provider,2.739271402359009,obb_fixedincome_rate_estr,obb_fixedincome_rate_estr,183,1791,1974
I want the fed funds rate forecast for the long run,1.475351333618164,obb_fixedincome_rate_effr_forecast,obb_fixedincome_rate_effr_forecast,174,1920,2094
I want the fed funds rate projects in the short run from fred provider,2.739731788635254,obb_fixedincome_rate_effr_forecast,obb_fixedincome_rate_effr_forecast,135,1587,1722
I want the euro short term rate from 2023-01-01 to 2023-12-31 based on number of active banks from fred provider,1.3553917407989502,obb_fixedincome_rate_estr,obb_fixedincome_rate_estr,129,1839,1968
I want the European Central Bank Interest Rates based on the refinancing interest rate type,1.7224931716918945,obb_fixedincome_rate_ecb,obb_fixedincome_rate_ecb,135,1761,1896
I want the ECB interest rate from 2023-01-01 to 2023-12-31 based on number of active banks from fred provider,2.16048002243042,obb_fixedincome_rate_ecb,obb_fixedincome_rate_ecb,201,1698,1899
I want the discount window primary credit rate from 2023-02-1 to 2023-05-01 from fred provider,1.0439047813415527,obb_fixedincome_rate_dpcredit,obb_fixedincome_rate_dpcredit,126,1527,1653
